"age_binned" "mean" "startTime" "endTime"
"543" "(36,48]" 0.0735362385484106 -250 2700
"544" "(48,60]" 0.0325578088880286 -250 2700
"545" "(12,24]" 0.0236366727911512 -250 2750
"546" "(24,36]" 0.0538082194118103 -250 2750
"547" "(36,48]" 0.074829743726573 -250 2750
"548" "(48,60]" 0.0329245939546387 -250 2750
"549" "(12,24]" 0.0368199050914276 -250 2800
"550" "(24,36]" 0.0544996062110753 -250 2800
"551" "(36,48]" 0.0757104215778419 -250 2800
"552" "(48,60]" 0.0334874124244089 -250 2800
"553" "(12,24]" 0.0371190589322239 -250 2850
"554" "(24,36]" 0.0543649920988102 -250 2850
"555" "(36,48]" 0.0764421505762768 -250 2850
"556" "(48,60]" 0.0345181626755188 -250 2850
"557" "(12,24]" 0.0386634867455609 -250 2900
"558" "(24,36]" 0.0530325760196968 -250 2900
"559" "(36,48]" 0.0779627711525119 -250 2900
"560" "(48,60]" 0.0350868256678854 -250 2900
"561" "(12,24]" 0.038833440497219 -250 2950
"562" "(24,36]" 0.0560088263985012 -250 2950
"563" "(36,48]" 0.0796910837355629 -250 2950
"564" "(48,60]" 0.0356440413292245 -250 2950
"565" "(12,24]" 0.0394035801710234 -250 3000
"566" "(24,36]" 0.0564727686461207 -250 3000
"567" "(36,48]" 0.0810881075854161 -250 3000
"568" "(48,60]" 0.0346145037539433 -250 3000
"569" "(12,24]" 0.0411216619230506 -250 3050
"570" "(24,36]" 0.0571813431784637 -250 3050
"571" "(36,48]" 0.0819499045893936 -250 3050
"572" "(48,60]" 0.0357584940431508 -250 3050
"573" "(12,24]" 0.0313053220223952 -250 3100
"574" "(24,36]" 0.056780616146282 -250 3100
"575" "(36,48]" 0.08375783200011 -250 3100
"576" "(48,60]" 0.0366659671254547 -250 3100
"577" "(12,24]" 0.0287225516589492 -250 3150
"578" "(24,36]" 0.0574305299402044 -250 3150
"579" "(36,48]" 0.0858148718523755 -250 3150
"580" "(48,60]" 0.0464906888074479 -250 3150
"581" "(12,24]" 0.0292698188784611 -250 3200
"582" "(24,36]" 0.0558272670341307 -250 3200
"583" "(36,48]" 0.0886458387776766 -250 3200
"584" "(48,60]" 0.0479887350832315 -250 3200
"585" "(12,24]" 0.028373191393179 -250 3250
"586" "(24,36]" 0.0544508869596745 -250 3250
"587" "(36,48]" 0.0902667695445733 -250 3250
"588" "(48,60]" 0.0488001430245835 -250 3250
"589" "(12,24]" 0.0286773543864366 -250 3300
"590" "(24,36]" 0.051667034912614 -250 3300
"591" "(36,48]" 0.0927640516323836 -250 3300
"592" "(48,60]" 0.0509651220506143 -250 3300
"593" "(12,24]" 0.0286993481170347 -250 3350
"594" "(24,36]" 0.0505440675770977 -250 3350
"595" "(36,48]" 0.0948339591130294 -250 3350
"596" "(48,60]" 0.0527645574197593 -250 3350
"597" "(12,24]" 0.028646333844386 -250 3400
"598" "(24,36]" 0.0485247478417722 -250 3400
"599" "(36,48]" 0.0958795880087553 -250 3400
"600" "(48,60]" 0.0545311771650323 -250 3400
"601" "(12,24]" 0.0288695387608283 -250 3450
"602" "(24,36]" 0.0501371295986253 -250 3450
"603" "(36,48]" 0.0962147658797043 -250 3450
"604" "(48,60]" 0.0528253795398538 -250 3450
"605" "(12,24]" 0.0287900078298172 -250 3500
"606" "(24,36]" 0.0517502978705933 -250 3500
"607" "(36,48]" 0.0970090327913844 -250 3500
"608" "(48,60]" 0.0531758504317383 -250 3500
"609" "(12,24]" 0.0294222286841198 -250 3550
"610" "(24,36]" 0.0516785846486178 -250 3550
"611" "(36,48]" 0.0975020570220416 -250 3550
"612" "(48,60]" 0.0537563404088473 -250 3550
"613" "(12,24]" 0.0296297239201099 -250 3600
"614" "(24,36]" 0.0500394498885174 -250 3600
"615" "(36,48]" 0.0988506336768767 -250 3600
"616" "(48,60]" 0.0546775820377676 -250 3600
"617" "(12,24]" 0.0317495386549369 -250 3650
"618" "(24,36]" 0.0490248843573685 -250 3650
"619" "(36,48]" 0.0999771963110803 -250 3650
"620" "(48,60]" 0.0556582608549676 -250 3650
"621" "(12,24]" 0.0320988027665364 -250 3700
"622" "(24,36]" 0.050984021211764 -250 3700
"623" "(36,48]" 0.100001383088855 -250 3700
"624" "(48,60]" 0.055827835996868 -250 3700
"625" "(12,24]" 0.0311189713751485 -250 3750
"626" "(24,36]" 0.0511131425803238 -250 3750
"627" "(36,48]" 0.100646604147223 -250 3750
"628" "(48,60]" 0.0544905154399275 -250 3750
"629" "(12,24]" 0.0308502594548716 -250 3800
"630" "(24,36]" 0.0508739595891245 -250 3800
"631" "(36,48]" 0.100961047789182 -250 3800
"632" "(48,60]" 0.0527944356564466 -250 3800
"633" "(12,24]" 0.0303112724258123 -250 3850
"634" "(24,36]" 0.0505088431313109 -250 3850
"635" "(36,48]" 0.102362992995107 -250 3850
"636" "(48,60]" 0.0514937098404194 -250 3850
"637" "(12,24]" 0.0320059436373028 -250 3900
"638" "(24,36]" 0.0504917946706428 -250 3900
"639" "(36,48]" 0.103088780491339 -250 3900
"640" "(48,60]" 0.0501803868410037 -250 3900
"641" "(12,24]" 0.0314309486734688 -250 3950
"642" "(24,36]" 0.0521172482027543 -250 3950
"643" "(36,48]" 0.103573319851273 -250 3950
"644" "(48,60]" 0.04868636269096 -250 3950
"645" "(12,24]" 0.0312140738382353 -250 4000
"646" "(24,36]" 0.0534347654532603 -250 4000
"647" "(36,48]" 0.104652276250278 -250 4000
"648" "(48,60]" 0.0469028189238304 -250 4000
"649" "(12,24]" 0.00973762429427782 -200 0
"650" "(24,36]" -0.000612685499048888 -200 0
"651" "(36,48]" -0.0231912635098363 -200 0
"652" "(48,60]" 0.0245898465791747 -200 0
"653" "(12,24]" -0.00415486578697073 -200 50
"654" "(24,36]" 0.00358203460616862 -200 50
"655" "(36,48]" -0.0168734073479342 -200 50
"656" "(48,60]" 0.0249745830481592 -200 50
"657" "(12,24]" 0.00889767695231243 -200 100
"658" "(24,36]" 0.000987055977897967 -200 100
"659" "(36,48]" -0.0170555574189319 -200 100
"660" "(48,60]" 0.0326771293710803 -200 100
"661" "(12,24]" 0.0130960281264616 -200 150
"662" "(24,36]" -0.00398770060310218 -200 150
"663" "(36,48]" -0.0128821516971032 -200 150
"664" "(48,60]" 0.0375189850463293 -200 150
"665" "(12,24]" 0.0157667759373191 -200 200
"666" "(24,36]" -0.00734610351202275 -200 200
"667" "(36,48]" -0.00921734461377648 -200 200
"668" "(48,60]" 0.0424343736828163 -200 200
"669" "(12,24]" 0.00873574269862752 -200 250
"670" "(24,36]" -0.0139336016053338 -200 250
"671" "(36,48]" -0.0065119653464403 -200 250
"672" "(48,60]" 0.0519009424510411 -200 250
"673" "(12,24]" 0.0121503554623429 -200 300
"674" "(24,36]" -0.0171038018766503 -200 300
"675" "(36,48]" -0.00236157592915294 -200 300
"676" "(48,60]" 0.0553758621966579 -200 300
"677" "(12,24]" 0.00924715019383088 -200 350
"678" "(24,36]" -0.0178925025237319 -200 350
"679" "(36,48]" -0.00236435305878855 -200 350
"680" "(48,60]" 0.0572287260025258 -200 350
"681" "(12,24]" 0.0207010431949725 -200 400
"682" "(24,36]" -0.0204182163592354 -200 400
"683" "(36,48]" -0.00387305455185398 -200 400
"684" "(48,60]" 0.0530163045524593 -200 400
"685" "(12,24]" 0.0173824159402684 -200 450
"686" "(24,36]" -0.0171125258447727 -200 450
"687" "(36,48]" -0.00407917170028743 -200 450
"688" "(48,60]" 0.0474908814973758 -200 450
"689" "(12,24]" 0.00594605449818886 -200 500
"690" "(24,36]" -0.0175654914222404 -200 500
"691" "(36,48]" -0.0045371661539741 -200 500
"692" "(48,60]" 0.0392015722548483 -200 500
"693" "(12,24]" -0.00258402995942612 -200 550
"694" "(24,36]" -0.0202419956895375 -200 550
"695" "(36,48]" -0.00388724992130258 -200 550
"696" "(48,60]" 0.0426919301193878 -200 550
"697" "(12,24]" -0.00199631092521479 -200 600
"698" "(24,36]" -0.0198705560123463 -200 600
"699" "(36,48]" -0.00515731521965309 -200 600
"700" "(48,60]" 0.0343695803310649 -200 600
"701" "(12,24]" -0.00552621967044453 -200 650
"702" "(24,36]" -0.0204373966865328 -200 650
"703" "(36,48]" -0.00868919168031229 -200 650
"704" "(48,60]" 0.0285149931510573 -200 650
"705" "(12,24]" -0.00332588648643834 -200 700
"706" "(24,36]" -0.0209830840535128 -200 700
"707" "(36,48]" -0.00949392135327394 -200 700
"708" "(48,60]" 0.0287138329009328 -200 700
"709" "(12,24]" -0.00770498933894096 -200 750
"710" "(24,36]" -0.0229208687377976 -200 750
"711" "(36,48]" -0.0103028851025251 -200 750
"712" "(48,60]" 0.0261953140650902 -200 750
"713" "(12,24]" -0.000230285618139424 -200 800
"714" "(24,36]" -0.0228793406347893 -200 800
"715" "(36,48]" -0.00799268259322046 -200 800
"716" "(48,60]" 0.0240657659645261 -200 800
"717" "(12,24]" 0.00362734231946848 -200 850
"718" "(24,36]" -0.0225578267230098 -200 850
"719" "(36,48]" -0.00687176761729015 -200 850
"720" "(48,60]" 0.0249024751289596 -200 850
"721" "(12,24]" 0.00471859363756527 -200 900
"722" "(24,36]" -0.0228708963893379 -200 900
"723" "(36,48]" -0.00574501453229947 -200 900
"724" "(48,60]" 0.0252215487320858 -200 900
"725" "(12,24]" 0.00620311262625782 -200 950
"726" "(24,36]" -0.0236448650666896 -200 950
"727" "(36,48]" -0.00272584126859436 -200 950
"728" "(48,60]" 0.0262255497440518 -200 950
"729" "(12,24]" 0.00688266002313681 -200 1000
"730" "(24,36]" -0.0189511293624856 -200 1000
"731" "(36,48]" 0.000533288963061473 -200 1000
"732" "(48,60]" 0.0272253365283256 -200 1000
"733" "(12,24]" 0.00907914098930397 -200 1050
"734" "(24,36]" -0.0149698064450892 -200 1050
"735" "(36,48]" 0.00538000611431817 -200 1050
"736" "(48,60]" 0.0302763667454931 -200 1050
"737" "(12,24]" 0.00657587833754082 -200 1100
"738" "(24,36]" -0.0124784326775423 -200 1100
"739" "(36,48]" 0.0097327306816658 -200 1100
"740" "(48,60]" 0.0302766474960518 -200 1100
"741" "(12,24]" 0.0120159889177399 -200 1150
"742" "(24,36]" -0.00837716892437113 -200 1150
"743" "(36,48]" 0.0122287035904036 -200 1150
"744" "(48,60]" 0.0188728882878013 -200 1150
"745" "(12,24]" 0.0134418336883983 -200 1200
"746" "(24,36]" -0.00424562686156593 -200 1200
"747" "(36,48]" 0.0209144738635152 -200 1200
"748" "(48,60]" 0.0180500747162621 -200 1200
"749" "(12,24]" 0.0144166605470209 -200 1250
"750" "(24,36]" -0.00134656915381296 -200 1250
"751" "(36,48]" 0.0235140687269186 -200 1250
"752" "(48,60]" 0.0166934655334546 -200 1250
"753" "(12,24]" 0.0194001614313786 -200 1300
"754" "(24,36]" -0.000594068721916916 -200 1300
"755" "(36,48]" 0.0253647353259536 -200 1300
"756" "(48,60]" 0.0156092823923067 -200 1300
"757" "(12,24]" 0.0171604586119769 -200 1350
"758" "(24,36]" 0.000480577508777294 -200 1350
"759" "(36,48]" 0.0275108273145922 -200 1350
"760" "(48,60]" 0.0156394616765643 -200 1350
"761" "(12,24]" 0.0144604187735322 -200 1400
"762" "(24,36]" 0.00277082303496907 -200 1400
"763" "(36,48]" 0.03304508681446 -200 1400
"764" "(48,60]" 0.0141433756906899 -200 1400
"765" "(12,24]" 0.0172283018338551 -200 1450
"766" "(24,36]" 0.00453725917909258 -200 1450
"767" "(36,48]" 0.038929050016718 -200 1450
"768" "(48,60]" 0.0139693617188866 -200 1450
"769" "(12,24]" 0.0132172846048112 -200 1500
"770" "(24,36]" 0.00580834784069889 -200 1500
"771" "(36,48]" 0.0415334095626461 -200 1500
"772" "(48,60]" 0.00927386834359328 -200 1500
"773" "(12,24]" 0.0143637159221748 -200 1550
"774" "(24,36]" 0.00743333964389831 -200 1550
"775" "(36,48]" 0.0457362064753768 -200 1550
"776" "(48,60]" 0.0144624599109458 -200 1550
"777" "(12,24]" 0.0178158893273603 -200 1600
"778" "(24,36]" 0.0147323289703763 -200 1600
"779" "(36,48]" 0.0504546843113449 -200 1600
"780" "(48,60]" 0.0153078525042999 -200 1600
"781" "(12,24]" 0.0223138450041584 -200 1650
"782" "(24,36]" 0.0171630642580675 -200 1650
"783" "(36,48]" 0.0519887132324392 -200 1650
"784" "(48,60]" 0.0143285369772965 -200 1650
"785" "(12,24]" 0.021608312707648 -200 1700
"786" "(24,36]" 0.0212117169123535 -200 1700
"787" "(36,48]" 0.0539812282896691 -200 1700
"788" "(48,60]" 0.0167410421911368 -200 1700
"789" "(12,24]" 0.0225050307480963 -200 1750
"790" "(24,36]" 0.0249715270783599 -200 1750
"791" "(36,48]" 0.0547921075593809 -200 1750
"792" "(48,60]" 0.0171277303107787 -200 1750
"793" "(12,24]" 0.0245334135130848 -200 1800
"794" "(24,36]" 0.0280203778427972 -200 1800
"795" "(36,48]" 0.0550104960440612 -200 1800
"796" "(48,60]" 0.0205843716649102 -200 1800
"797" "(12,24]" 0.0261081469283306 -200 1850
"798" "(24,36]" 0.0302327214789788 -200 1850
"799" "(36,48]" 0.0572113127148534 -200 1850
"800" "(48,60]" 0.0248142523224801 -200 1850
"801" "(12,24]" 0.0335966809623053 -200 1900
"802" "(24,36]" 0.0328905836782953 -200 1900
"803" "(36,48]" 0.0566442647867809 -200 1900
"804" "(48,60]" 0.0281552467810694 -200 1900
"805" "(12,24]" 0.0355109985459097 -200 1950
"806" "(24,36]" 0.032652565103362 -200 1950
"807" "(36,48]" 0.0526045551767128 -200 1950
"808" "(48,60]" 0.0318249337497505 -200 1950
"809" "(12,24]" 0.0361210822395743 -200 2000
"810" "(24,36]" 0.035032013747406 -200 2000
"811" "(36,48]" 0.0525686150699919 -200 2000
"812" "(48,60]" 0.0366446837102837 -200 2000
"813" "(12,24]" 0.030702763031817 -200 2050
"814" "(24,36]" 0.0338987435594822 -200 2050
"815" "(36,48]" 0.0532573164941533 -200 2050
"816" "(48,60]" 0.037280533668381 -200 2050
"817" "(12,24]" 0.0340893748144074 -200 2100
"818" "(24,36]" 0.0348834425494252 -200 2100
"819" "(36,48]" 0.0554502596173587 -200 2100
"820" "(48,60]" 0.0375093693880966 -200 2100
"821" "(12,24]" 0.0326972575979898 -200 2150
"822" "(24,36]" 0.0364422306573966 -200 2150
"823" "(36,48]" 0.0563940785517838 -200 2150
"824" "(48,60]" 0.0360263901140447 -200 2150
"825" "(12,24]" 0.0301714285044965 -200 2200
"826" "(24,36]" 0.036266112928041 -200 2200
"827" "(36,48]" 0.0585007065360131 -200 2200
"828" "(48,60]" 0.0407028248280984 -200 2200
"829" "(12,24]" 0.0299789619977321 -200 2250
"830" "(24,36]" 0.040497570498473 -200 2250
"831" "(36,48]" 0.0607331209324146 -200 2250
"832" "(48,60]" 0.0420303327994558 -200 2250
"833" "(12,24]" 0.0273340834028788 -200 2300
"834" "(24,36]" 0.0409359179418701 -200 2300
"835" "(36,48]" 0.0633038405064993 -200 2300
"836" "(48,60]" 0.0419612075751065 -200 2300
"837" "(12,24]" 0.0295665248933204 -200 2350
"838" "(24,36]" 0.0428150329077323 -200 2350
"839" "(36,48]" 0.0634081552519223 -200 2350
"840" "(48,60]" 0.0393018466041335 -200 2350
"841" "(12,24]" 0.0310303593565988 -200 2400
"842" "(24,36]" 0.0459753726887462 -200 2400
"843" "(36,48]" 0.0659779700633521 -200 2400
"844" "(48,60]" 0.0376344188231683 -200 2400
"845" "(12,24]" 0.0298314256255108 -200 2450
"846" "(24,36]" 0.04682244036575 -200 2450
"847" "(36,48]" 0.0664123527865351 -200 2450
"848" "(48,60]" 0.0365814614156098 -200 2450
"849" "(12,24]" 0.0188467093243451 -200 2500
"850" "(24,36]" 0.0477393907888449 -200 2500
"851" "(36,48]" 0.0689811338876004 -200 2500
"852" "(48,60]" 0.0351350682003475 -200 2500
"853" "(12,24]" 0.0197886810132026 -200 2550
"854" "(24,36]" 0.0506264414178118 -200 2550
"855" "(36,48]" 0.0703490065637532 -200 2550
"856" "(48,60]" 0.0332673470293798 -200 2550
"857" "(12,24]" 0.0202778804149279 -200 2600
"858" "(24,36]" 0.051210449942651 -200 2600
"859" "(36,48]" 0.0744903897442384 -200 2600
"860" "(48,60]" 0.0329817057147006 -200 2600
"861" "(12,24]" 0.0236804407474315 -200 2650
"862" "(24,36]" 0.0529190683690079 -200 2650
"863" "(36,48]" 0.075559574520735 -200 2650
"864" "(48,60]" 0.0338920916417389 -200 2650
"865" "(12,24]" 0.0242329408955158 -200 2700
"866" "(24,36]" 0.0533678182060281 -200 2700
"867" "(36,48]" 0.0763115493723117 -200 2700
"868" "(48,60]" 0.0345088454145929 -200 2700
"869" "(12,24]" 0.0263012874307438 -200 2750
"870" "(24,36]" 0.0536210481898144 -200 2750
"871" "(36,48]" 0.0779600003475179 -200 2750
"872" "(48,60]" 0.0349317556510018 -200 2750
"873" "(12,24]" 0.0280811864599466 -200 2800
"874" "(24,36]" 0.0542918043303442 -200 2800
"875" "(36,48]" 0.0786853539608639 -200 2800
"876" "(48,60]" 0.0354845639111595 -200 2800
"877" "(12,24]" 0.0351838428529724 -200 2850
"878" "(24,36]" 0.0539620630811792 -200 2850
"879" "(36,48]" 0.0793148419999135 -200 2850
"880" "(48,60]" 0.036757963527063 -200 2850
"881" "(12,24]" 0.0377471223900643 -200 2900
"882" "(24,36]" 0.0526340083814789 -200 2900
"883" "(36,48]" 0.0807633316507047 -200 2900
"884" "(48,60]" 0.0373333417883034 -200 2900
"885" "(12,24]" 0.0379204721832295 -200 2950
"886" "(24,36]" 0.0553151720249913 -200 2950
"887" "(36,48]" 0.0823529585224423 -200 2950
"888" "(48,60]" 0.0378778306902588 -200 2950
"889" "(12,24]" 0.0383693358177119 -200 3000
"890" "(24,36]" 0.055647883750064 -200 3000
"891" "(36,48]" 0.0836586343897174 -200 3000
"892" "(48,60]" 0.0368334023706659 -200 3000
"893" "(12,24]" 0.0378252361722215 -200 3050
"894" "(24,36]" 0.0562840230379626 -200 3050
"895" "(36,48]" 0.0844757068152519 -200 3050
"896" "(48,60]" 0.038964182605111 -200 3050
"897" "(12,24]" 0.0355454239187819 -200 3100
"898" "(24,36]" 0.0557322515217471 -200 3100
"899" "(36,48]" 0.0857700281135578 -200 3100
"900" "(48,60]" 0.0398201919618298 -200 3100
"901" "(12,24]" 0.0340813537331152 -200 3150
"902" "(24,36]" 0.0562828459357569 -200 3150
"903" "(36,48]" 0.0877435488003142 -200 3150
"904" "(48,60]" 0.0498077841587387 -200 3150
"905" "(12,24]" 0.0281955629821467 -200 3200
"906" "(24,36]" 0.0547021989790944 -200 3200
"907" "(36,48]" 0.0905070839491289 -200 3200
"908" "(48,60]" 0.0512028811324559 -200 3200
"909" "(12,24]" 0.0299031552216691 -200 3250
"910" "(24,36]" 0.0534772679082858 -200 3250
"911" "(36,48]" 0.0922032191489324 -200 3250
"912" "(48,60]" 0.0519887197398587 -200 3250
"913" "(12,24]" 0.0293609987478648 -200 3300
"914" "(24,36]" 0.0504929716583211 -200 3300
"915" "(36,48]" 0.0947259981392015 -200 3300
"916" "(48,60]" 0.0541890883968355 -200 3300
"917" "(12,24]" 0.0288128765836725 -200 3350
"918" "(24,36]" 0.0494331086182656 -200 3350
"919" "(36,48]" 0.0967790912303568 -200 3350
"920" "(48,60]" 0.055899816831324 -200 3350
"921" "(12,24]" 0.0292170184798043 -200 3400
"922" "(24,36]" 0.0475034881449492 -200 3400
"923" "(36,48]" 0.0978029435324722 -200 3400
"924" "(48,60]" 0.0575942113410628 -200 3400
"925" "(12,24]" 0.0294243376512742 -200 3450
"926" "(24,36]" 0.0490844535191408 -200 3450
"927" "(36,48]" 0.0982101025765038 -200 3450
"928" "(48,60]" 0.0559034147507716 -200 3450
"929" "(12,24]" 0.0293298885212498 -200 3500
"930" "(24,36]" 0.0506172950877407 -200 3500
"931" "(36,48]" 0.0989963311221731 -200 3500
"932" "(48,60]" 0.0561470135501977 -200 3500
"933" "(12,24]" 0.0299484891294407 -200 3550
"934" "(24,36]" 0.0504648508327914 -200 3550
"935" "(36,48]" 0.099479340792314 -200 3550
"936" "(48,60]" 0.056692880349969 -200 3550
"937" "(12,24]" 0.0329803624488874 -200 3600
"938" "(24,36]" 0.048588870287286 -200 3600
"939" "(36,48]" 0.100821555654777 -200 3600
"940" "(48,60]" 0.0576214448306795 -200 3600
"941" "(12,24]" 0.0322921189413546 -200 3650
"942" "(24,36]" 0.0474042500955837 -200 3650
"943" "(36,48]" 0.102053301938457 -200 3650
"944" "(48,60]" 0.0586138044214006 -200 3650
"945" "(12,24]" 0.0328014520134234 -200 3700
"946" "(24,36]" 0.0493114791355993 -200 3700
"947" "(36,48]" 0.102059368785027 -200 3700
"948" "(48,60]" 0.0587647057649131 -200 3700
"949" "(12,24]" 0.0317458505274776 -200 3750
"950" "(24,36]" 0.0494500575672216 -200 3750
"951" "(36,48]" 0.102698474239568 -200 3750
"952" "(48,60]" 0.0574705866596275 -200 3750
"953" "(12,24]" 0.0314159158132601 -200 3800
"954" "(24,36]" 0.0492480150547743 -200 3800
"955" "(36,48]" 0.103017111558018 -200 3800
"956" "(48,60]" 0.0558009001684946 -200 3800
"957" "(12,24]" 0.0308453696578305 -200 3850
"958" "(24,36]" 0.0489223064848205 -200 3850
"959" "(36,48]" 0.104451851651583 -200 3850
"960" "(48,60]" 0.0544949585746024 -200 3850
"961" "(12,24]" 0.0311056143999484 -200 3900
"962" "(24,36]" 0.0489513636809854 -200 3900
"963" "(36,48]" 0.105197863195073 -200 3900
"964" "(48,60]" 0.0531129275317263 -200 3900
"965" "(12,24]" 0.0319425945460783 -200 3950
"966" "(24,36]" 0.0506349593568737 -200 3950
"967" "(36,48]" 0.105701302525536 -200 3950
"968" "(48,60]" 0.0515125389090712 -200 3950
"969" "(12,24]" 0.0316754714993087 -200 4000
"970" "(24,36]" 0.0520906647881962 -200 4000
"971" "(36,48]" 0.106822255520629 -200 4000
"972" "(48,60]" 0.0496515431632064 -200 4000
"973" "(12,24]" 0.0118875001255127 -150 0
"974" "(24,36]" 0.00557263866348002 -150 0
"975" "(36,48]" -0.0254385923150904 -150 0
"976" "(48,60]" 0.0434290827241613 -150 0
"977" "(12,24]" 0.00400846205415432 -150 50
"978" "(24,36]" 0.0105195901987639 -150 50
"979" "(36,48]" -0.0167562403109954 -150 50
"980" "(48,60]" 0.0395403900237382 -150 50
"981" "(12,24]" 0.0132031190593632 -150 100
"982" "(24,36]" 0.00538013699993424 -150 100
"983" "(36,48]" -0.015329521297716 -150 100
"984" "(48,60]" 0.0443852262986952 -150 100
"985" "(12,24]" 0.0171758713331255 -150 150
"986" "(24,36]" -0.000999788368602173 -150 150
"987" "(36,48]" -0.0112838903164795 -150 150
"988" "(48,60]" 0.0440703103464256 -150 150
"989" "(12,24]" 0.0164196827873309 -150 200
"990" "(24,36]" -0.005733664186713 -150 200
"991" "(36,48]" -0.00887046168528453 -150 200
"992" "(48,60]" 0.0494000782895832 -150 200
"993" "(12,24]" 0.0143884288747786 -150 250
"994" "(24,36]" -0.0130363312960053 -150 250
"995" "(36,48]" -0.00489494718136103 -150 250
"996" "(48,60]" 0.0573833196437013 -150 250
"997" "(12,24]" 0.0128839301926483 -150 300
"998" "(24,36]" -0.0162864272414011 -150 300
"999" "(36,48]" -0.001063446619747 -150 300
"1000" "(48,60]" 0.0596929283106219 -150 300
"1001" "(12,24]" 0.0270624621907629 -150 350
"1002" "(24,36]" -0.0172592727102348 -150 350
"1003" "(36,48]" -0.000608855040558138 -150 350
"1004" "(48,60]" 0.0599201525537011 -150 350
"1005" "(12,24]" 0.0263916578920164 -150 400
